time,delivery_start,delivery_end,value,type
2015-08-26 22:45:00,2016-10,2016-10,420.5,a
2015-08-26 22:45:00,2015-10,2015-10,426.25,a
2015-08-26 22:45:00,2015-11,2015-11,429.25,a
2015-08-26 22:45:00,2015-12,2015-12,431.25,a
2015-08-26 22:45:00,2016-09,2016-09,419.5,a
2015-08-27 22:35:00,2015-11,2015-11,430,a
2015-08-27 22:35:00,2016-10,2016-10,424.25,a
2015-08-27 20:32:00,2015-11,2015-11,415,b
2015-08-27 20:32:00,2015-12,2015-12,415,b
2015-08-27 22:35:00,2015-10,2015-10,427,a
2015-08-27 22:35:00,2015-12,2015-12,432,a
2015-08-27 22:35:00,2016-09,2016-09,421.25,a
2015-08-27 22:35:00,2016-11,2016-11,427.25,a
2015-08-27 20:32:00,2015-10,2015-10,429,a
2015-08-27 20:32:00,2015-11,2015-11,430,a
2015-08-27 20:32:00,2015-12,2015-12,430,a
2015-08-27 23:22:00,2015-10,2015-10,430,a
2015-08-27 23:22:00,2015-11,2015-11,430,a
2015-08-27 23:22:00,2015-12,2015-12,425,a
2015-08-27 23:22:00,2016-10,2016-10,424.25,a
2015-08-27 23:22:00,2015-09,2015-10,440,a
2015-08-27 23:22:00,2015-11,2015-11,415,b
2015-08-27 23:22:00,2015-12,2015-12,415,b
2015-08-27 23:22:00,2016-09,2016-09,418.25,a
2015-08-27 22:45:00,2015-11,2015-11,415,b
2015-08-27 22:45:00,2015-12,2015-12,415,b
2015-08-27 22:45:00,2016-08,2016-08,408.25,b
2015-08-27 22:45:00,2016-09,2016-09,423.25,a
2015-08-27 22:45:00,2016-10,2016-10,424.25,a
2015-08-27 22:45:00,2015-10,2015-10,428,a
2015-08-27 22:45:00,2015-11,2015-11,431,a
2015-08-27 22:45:00,2015-12,2015-12,433,a
2015-08-27 22:45:00,2016-09,2016-09,403.25,b
2015-08-27 22:45:00,2016-10,2016-10,399.25,b
2015-08-27 22:45:00,2016-11,2016-12,399.25,b
2015-08-28 22:45:00,2015-10,2015-10,430,a
2015-08-28 22:45:00,2015-11,2015-11,415,b
2015-08-28 22:45:00,2015-11,2015-11,430,a
2015-08-28 22:45:00,2015-12,2015-12,417,b
2015-08-28 22:45:00,2015-12,2015-12,433,a
2015-08-28 22:45:00,2016-08,2016-08,421.75,b
2015-08-28 22:45:00,2016-08,2016-08,431.75,a
2015-08-28 22:45:00,2016-09,2016-09,406.75,b
2015-08-28 22:45:00,2016-09,2016-09,416.75,a
2015-08-28 22:45:00,2016-10,2016-10,399,b
2015-08-28 22:45:00,2016-10,2016-10,419,a
2015-08-28 22:45:00,2016-11,2016-12,399,b
2015-08-28 22:35:00,2015-11,2015-11,430,a
2015-08-28 22:35:00,2016-09,2016-09,419.75,a
2015-08-28 22:35:00,2015-10,2015-10,427,a
2015-08-28 22:35:00,2015-12,2015-12,432,a
2015-08-28 22:35:00,2016-10,2016-10,424,a
2015-08-28 20:32:00,2015-10,2015-10,430,a
2015-08-28 20:32:00,2015-11,2015-11,430,a
2015-08-28 20:32:00,2015-12,2015-12,434,a
2015-08-28 20:32:00,2016-09,2016-09,406.75,b
2015-08-28 20:32:00,2016-10,2016-10,424,a
2015-08-28 20:32:00,2015-09,2015-09,420.25,a
2015-08-28 20:32:00,2015-11,2015-11,415,b
2015-08-28 20:32:00,2015-12,2015-12,415,b
2015-08-28 20:32:00,2016-08,2016-08,421.75,b
2015-08-28 20:32:00,2016-09,2016-09,421.75,a
2015-08-31 22:45:00,2015-10,2015-10,430.25,a
2015-08-31 22:45:00,2015-11,2015-11,430.25,a
2015-08-31 22:45:00,2015-12,2015-12,434.25,a
2015-08-31 22:45:00,2016-09,2016-09,416.75,a
2015-08-31 22:45:00,2016-10,2016-10,419.5,a
2015-08-31 22:45:00,2015-11,2015-11,415.25,b
2015-08-31 22:45:00,2015-12,2015-12,417.25,b
2015-08-31 22:45:00,2016-09,2016-09,406.75,b
2015-08-31 22:45:00,2016-10,2016-10,399.5,b
2015-08-31 22:45:00,2016-11,2016-12,399.5,b
2015-08-31 20:00:00,2015-11,2015-11,430.25,a
2015-08-31 20:00:00,2015-12,2015-12,430.25,a
2015-08-31 20:00:00,2016-01,2016-01,416.25,b
2015-08-31 20:00:00,2016-02,2016-02,416.25,b
2015-08-31 20:00:00,2016-03,2016-03,416.25,b
2015-08-31 20:00:00,2016-09,2016-09,418.75,a
2015-08-31 20:00:00,2016-10,2016-10,409.5,b
2015-08-31 20:00:00,2016-10,2016-10,421.5,a
2015-08-31 22:35:00,2015-10,2015-10,427.25,a
2015-08-31 22:35:00,2015-11,2015-11,430.25,a
2015-08-31 22:35:00,2015-12,2015-12,432.25,a
2015-08-31 22:35:00,2016-09,2016-09,419.75,a
2015-08-31 22:35:00,2016-10,2016-10,424.5,a
2015-08-31 20:32:00,2015-10,2015-10,430.25,a
2015-08-31 20:32:00,2015-11,2015-11,430.25,a
2015-08-31 20:32:00,2015-12,2015-12,434.25,a
2015-08-31 20:32:00,2016-10,2016-10,429.5,a
2015-08-31 20:32:00,2016-09,2016-09,416.75,a
2015-08-28 23:17:00,2015-11,2015-11,430,a
2015-08-28 23:17:00,2016-09,2016-09,421.75,a
2015-08-28 23:17:00,2015-10,2015-10,429,a
2015-08-28 23:17:00,2015-12,2015-12,434,a
2015-08-28 23:17:00,2016-10,2016-10,424,a
2015-09-01 20:00:00,2015-11,2015-11,430.25,a
2015-09-01 20:00:00,2015-12,2015-12,435.25,a
2015-09-01 20:00:00,2016-09,2016-09,419.75,a
2015-09-01 20:00:00,2016-10,2016-10,421.5,a
2015-09-01 20:00:00,2015-10,2015-10,430.25,a
2015-09-01 20:00:00,2015-12,2015-12,415.25,b
2015-09-01 20:00:00,2016-01,2016-01,426.25,b
2015-09-01 20:00:00,2016-10,2016-10,409.5,b
2015-09-01 22:35:00,2015-10,2015-10,421,a
2015-09-01 22:35:00,2015-11,2015-11,424,a
2015-09-01 22:35:00,2016-09,2016-09,409,a
2015-09-01 22:35:00,2016-10,2016-10,413.25,a
2015-09-01 22:35:00,2016-11,2016-11,418.25,a
2015-09-01 20:32:00,2015-10,2015-10,424,a
2015-09-01 20:32:00,2015-11,2015-11,424,a
2015-09-01 20:32:00,2015-12,2015-12,424,a
2015-09-01 20:32:00,2016-08,2016-08,421,a
2015-09-01 20:32:00,2016-09,2016-09,411,a
2015-09-01 20:32:00,2016-10,2016-10,413.25,a
2015-09-01 20:32:00,2016-01,2016-01,425.25,a
2015-09-01 20:32:00,2016-09,2016-09,401,b
2015-09-01 20:32:00,2016-10,2016-10,403.25,b
2015-09-01 22:47:00,2015-11,2015-11,409,b
2015-09-01 22:47:00,2015-12,2015-12,419,b
2015-09-01 22:47:00,2016-09,2016-09,401,b
2015-09-01 22:47:00,2015-10,2015-10,424,a
2015-09-01 22:47:00,2015-11,2015-11,424,a
2015-09-01 22:47:00,2015-12,2015-12,428,a
2015-09-01 22:47:00,2016-09,2016-09,411,a
2015-09-01 22:47:00,2016-10,2016-10,413.25,a
2015-09-01 22:47:00,2016-10,2016-10,393.25,b
2015-09-01 22:47:00,2016-11,2016-12,393.25,b
2015-09-02 20:52:00,2015-11,2015-11,422.5,a
2015-09-02 20:52:00,2016-01,2016-01,423.75,a
2015-09-02 20:52:00,2016-09,2016-09,409.5,a
2015-09-02 20:52:00,2015-10,2015-10,420.5,a
2015-09-02 20:52:00,2015-12,2015-12,426.5,a
2015-09-02 20:52:00,2016-08,2016-08,424.5,a
2015-09-02 20:52:00,2016-10,2016-10,411.75,a
2015-09-02 22:45:00,2015-10,2015-10,420.5,a
2015-09-02 22:45:00,2015-11,2015-11,422.5,a
2015-09-02 22:45:00,2015-12,2015-12,426.5,a
2015-09-02 22:45:00,2016-09,2016-09,409.5,a
2015-09-02 22:45:00,2016-10,2016-10,411.75,a
2015-09-02 22:45:00,2015-11,2015-11,407.5,b
2015-09-02 22:45:00,2015-12,2015-12,415.5,b
2015-09-02 22:45:00,2016-09,2016-09,399.5,b
2015-09-02 22:45:00,2016-10,2016-10,391.75,b
2015-09-02 22:45:00,2016-11,2016-12,391.75,b
2015-09-02 23:27:00,2015-11,2015-11,422.5,a
2015-09-02 23:27:00,2016-09,2016-09,412.5,a
2015-09-02 23:27:00,2016-10,2016-10,413.75,a
2015-09-02 23:27:00,2015-10,2015-10,420.5,a
2015-09-02 23:27:00,2016-01,2016-01,423.75,b
2015-09-02 23:27:00,2016-10,2016-10,401.75,b
2015-09-02 22:35:00,2015-10,2015-10,419.5,a
2015-09-02 22:35:00,2016-09,2016-09,406.5,a
2015-09-02 22:35:00,2016-11,2016-11,415.75,a
2015-09-02 22:35:00,2015-11,2015-11,419.5,a
2015-09-02 22:35:00,2016-10,2016-10,411.75,a
2015-09-03 20:00:00,2015-10,2015-11,417.5,a
2015-09-03 20:00:00,2015-12,2015-12,420.5,a
2015-09-03 20:00:00,2016-09,2016-09,404.5,a
2015-09-03 20:00:00,2015-10,2015-10,422.5,a
2015-09-03 20:00:00,2015-11,2015-11,419.5,a
2015-09-03 20:00:00,2016-08,2016-08,416.5,a
2015-09-03 20:00:00,2016-10,2016-10,417.75,a
2015-09-03 22:45:00,2015-10,2015-10,414.5,a
2015-09-03 22:45:00,2015-11,2015-11,411.5,a
2015-09-03 22:45:00,2015-12,2015-12,419.5,a
2015-09-03 22:45:00,2016-09,2016-09,401,b
2015-09-03 22:45:00,2016-10,2016-10,408,a
2015-09-03 22:45:00,2015-11,2015-11,406.5,b
2015-09-03 22:45:00,2015-12,2015-12,408.5,b
2015-09-03 22:45:00,2016-08,2016-08,421,a
2015-09-03 22:45:00,2016-09,2016-09,406,a
2015-09-03 22:35:00,2015-11,2015-11,413.5,a
2015-09-03 22:35:00,2016-10,2016-10,406,a
2015-09-03 22:35:00,2015-10,2015-10,413.5,a
2015-09-03 22:35:00,2016-09,2016-09,402,a
2015-09-03 20:52:00,2015-10,2015-10,411.5,a
2015-09-03 20:52:00,2015-12,2015-12,416.5,a
2015-09-03 20:52:00,2016-08,2016-08,411,a
2015-09-03 20:52:00,2016-10,2016-10,408,a
2015-09-03 20:52:00,2015-11,2015-11,416.5,a
2015-09-03 20:52:00,2016-09,2016-09,406,a
2015-09-04 22:45:00,2015-11,2015-11,403,b
2015-09-04 22:45:00,2015-12,2015-12,403,b
2015-09-04 22:45:00,2016-08,2016-08,414.5,a
2015-09-04 22:45:00,2016-10,2016-10,408.25,a
2015-09-04 22:45:00,2015-10,2015-10,418,a
2015-09-04 22:45:00,2015-11,2015-11,411,a
2015-09-04 22:45:00,2015-12,2015-12,418,a
2015-09-04 22:45:00,2016-09,2016-09,406.5,a
2015-09-04 23:22:00,2015-10,2015-11,417,a
2015-09-04 23:22:00,2015-11,2015-11,418,a
2015-09-04 23:22:00,2015-12,2015-12,418,a
2015-09-04 23:22:00,2016-10,2016-10,398.25,b
2015-09-04 23:22:00,2016-09,2016-09,406.5,a
2015-09-04 23:22:00,2016-10,2016-10,408.25,a
2015-09-04 22:35:00,2015-10,2015-10,415,a
2015-09-04 22:35:00,2016-09,2016-09,404.5,a
2015-09-04 22:35:00,2015-11,2015-11,415,a
2015-09-04 22:35:00,2016-10,2016-10,408.25,a
2015-09-04 21:02:00,2015-11,2015-11,418,a
2015-09-04 21:02:00,2016-10,2016-10,408.25,a
2015-09-04 21:02:00,2015-12,2015-12,418,a
2015-09-04 21:02:00,2016-09,2016-09,406.5,a
2015-09-08 20:00:00,2015-11,2015-11,413,a
2015-09-08 20:00:00,2016-08,2016-08,416.5,a
2015-09-08 20:00:00,2016-10,2016-10,398.25,b
2015-09-08 20:00:00,2015-10,2015-11,417,a
2015-09-08 20:00:00,2015-12,2015-12,418,a
2015-09-08 20:00:00,2016-09,2016-09,406.5,a
2015-09-08 20:00:00,2016-10,2016-10,408.25,a
2015-09-08 22:35:00,2015-10,2015-10,418.25,a
2015-09-08 22:35:00,2015-11,2015-11,420.25,a
2015-09-08 22:35:00,2016-08,2016-08,418.75,a
2015-09-08 22:35:00,2016-09,2016-09,410.75,a
2015-09-08 22:35:00,2016-10,2016-10,412.25,a
2015-09-08 22:35:00,2016-11,2016-11,416.25,a
2015-09-08 21:02:00,2015-10,2015-11,422.25,a
2015-09-08 21:02:00,2015-11,2015-11,423.25,a
2015-09-08 21:02:00,2015-12,2015-12,423.25,a
2015-09-08 21:02:00,2016-08,2016-08,396.75,b
2015-09-08 21:02:00,2016-08,2016-08,421.75,a
2015-09-08 21:02:00,2016-10,2016-10,413.25,a
2015-09-08 21:02:00,2016-09,2016-09,411.75,a
2015-09-08 22:45:00,2015-10,2015-10,423.25,a
2015-09-08 22:45:00,2015-11,2015-11,416.25,a
2015-09-08 22:45:00,2015-12,2015-12,421.25,a
2015-09-08 22:45:00,2016-09,2016-09,411.75,a
2015-09-08 22:45:00,2015-10,2015-10,413.25,b
2015-09-08 22:45:00,2015-11,2015-11,413.25,b
2015-09-08 22:45:00,2015-12,2015-12,413.25,b
2015-09-08 22:45:00,2016-08,2016-08,421.75,a
2015-09-08 22:45:00,2016-10,2016-10,413.25,a
2015-09-09 20:00:00,2015-11,2015-11,418.25,a
2015-09-09 20:00:00,2016-08,2016-08,421.75,a
2015-09-09 20:00:00,2016-10,2016-10,413.25,a
2015-09-09 20:00:00,2015-10,2015-11,422.25,a
2015-09-09 20:00:00,2015-12,2015-12,423.25,a
2015-09-09 20:00:00,2016-09,2016-09,411.75,a
2015-09-09 22:45:00,2015-10,2015-10,414,b
2015-09-09 22:45:00,2015-11,2015-11,414,b
2015-09-09 22:45:00,2015-12,2015-12,414,b
2015-09-09 22:45:00,2016-08,2016-08,423,a
2015-09-09 22:45:00,2016-10,2016-10,414.5,a
2015-09-09 22:45:00,2015-10,2015-10,424,a
2015-09-09 22:45:00,2015-11,2015-11,417,a
2015-09-09 22:45:00,2015-12,2015-12,424,a
2015-09-09 22:45:00,2016-09,2016-09,413,a
2015-09-09 22:35:00,2015-11,2015-11,419,a
2015-09-09 22:35:00,2016-08,2016-08,420,a
2015-09-09 22:35:00,2016-09,2016-09,412,a
2015-09-09 22:35:00,2016-10,2016-10,413.5,a
2015-09-09 22:35:00,2016-11,2016-11,419.5,a
2015-09-09 21:05:00,2015-11,2015-11,424,a
2015-09-09 21:05:00,2016-08,2016-08,423,a
2015-09-09 21:05:00,2016-10,2016-10,414.5,a
2015-09-09 21:05:00,2015-10,2015-11,423,a
2015-09-09 21:05:00,2015-12,2015-12,424,a
2015-09-09 21:05:00,2016-09,2016-09,413,a
2015-09-10 22:35:00,2015-10,2015-10,419.25,a
2015-09-10 22:35:00,2016-09,2016-09,415.75,a
2015-09-10 22:35:00,2016-10,2016-10,416,a
2015-09-10 22:35:00,2016-11,2016-11,423,a
2015-09-10 22:45:00,2015-10,2015-10,419.25,b
2015-09-10 22:45:00,2015-11,2015-11,422.25,a
2015-09-10 22:35:00,2015-11,2015-11,424.25,a
2015-09-10 22:35:00,2016-08,2016-08,421.75,a
2015-09-10 22:45:00,2015-10,2015-10,429.25,a
2015-09-10 22:45:00,2015-12,2015-12,416.25,b
2015-09-10 22:45:00,2016-08,2016-08,426.75,a
2015-09-10 22:45:00,2016-10,2016-10,416,a
2015-09-10 21:05:00,2015-10,2015-11,427.25,a
2015-09-10 21:05:00,2015-12,2015-12,429.25,a
2015-09-10 21:05:00,2016-09,2016-09,416.75,a
2015-09-10 22:45:00,2015-12,2015-12,429.25,a
2015-09-10 22:45:00,2016-09,2016-09,414.75,a
2015-09-10 21:05:00,2015-11,2015-11,428.25,a
2015-09-10 21:05:00,2016-08,2016-08,426.75,a
2015-09-10 21:05:00,2016-10,2016-10,418,a
2015-09-10 20:00:00,2015-10,2015-11,427.25,a
2015-09-10 20:00:00,2015-11,2015-11,428.25,a
2015-09-10 20:00:00,2016-08,2016-08,426.75,a
2015-09-10 20:00:00,2016-10,2016-10,418,a
2015-09-10 20:00:00,2015-12,2015-12,429.25,a
2015-09-10 20:00:00,2016-09,2016-09,416.75,a
2015-09-11 22:45:00,2015-10,2015-10,425,b
2015-09-11 22:45:00,2015-11,2015-11,433,a
2015-09-11 22:45:00,2016-08,2016-08,418.75,b
2015-09-11 22:45:00,2016-09,2016-09,413.75,b
2015-09-11 22:45:00,2016-10,2016-10,417.75,b
2015-09-11 22:45:00,2016-11,2016-11,417.75,b
2015-09-11 20:00:00,2015-11,2015-11,432,b
2015-09-11 20:00:00,2015-12,2015-12,442,b
2015-09-11 22:45:00,2015-10,2015-10,440,a
2015-09-11 22:45:00,2015-12,2015-12,442,a
2015-09-11 22:45:00,2016-08,2016-08,438.75,a
2015-09-11 22:45:00,2016-09,2016-09,426.75,a
2015-09-11 22:45:00,2016-10,2016-10,427.75,a
2015-09-11 20:00:00,2015-10,2015-10,437,a
2015-09-11 20:00:00,2015-11,2015-11,441,a
2015-09-11 20:00:00,2015-12,2015-12,442,a
2015-09-11 20:00:00,2016-08,2016-08,438.75,a
2015-09-11 20:00:00,2016-01,2016-01,458.25,a
2015-09-11 20:00:00,2016-09,2016-09,428.75,a
2015-09-11 20:00:00,2016-10,2016-10,429.75,a
2015-09-11 22:35:00,2015-10,2015-10,432,a
2015-09-11 22:35:00,2015-11,2015-11,437,a
2015-09-11 22:35:00,2016-08,2016-08,433.75,a
2015-09-11 22:35:00,2016-09,2016-09,427.75,a
2015-09-11 22:35:00,2016-10,2016-10,427.75,a
2015-09-11 22:35:00,2016-11,2016-11,434.75,a
2015-09-11 21:03:00,2015-10,2015-11,425,b
2015-09-11 21:03:00,2015-11,2015-11,441,a
2015-09-11 21:03:00,2016-09,2016-09,426.75,a
2015-09-11 21:03:00,2016-01,2016-01,458.25,a
2015-09-11 21:03:00,2015-10,2015-11,440,a
2015-09-11 21:03:00,2015-12,2015-12,442,a
2015-09-11 21:03:00,2016-08,2016-08,438.75,a
2015-09-11 21:03:00,2016-10,2016-10,429.75,a
2015-09-14 20:00:00,2015-11,2015-11,440,a
2015-09-14 20:00:00,2016-08,2016-08,437.75,a
2015-09-14 20:00:00,2016-10,2016-10,423.75,a
2015-09-14 20:00:00,2015-10,2015-10,439,a
2015-09-14 20:00:00,2015-12,2015-12,441,a
2015-09-14 20:00:00,2016-09,2016-09,428.75,a
2015-09-14 20:00:00,2016-11,2016-11,427.75,a
2015-09-14 22:45:00,2015-11,2015-11,446.5,a
2015-09-14 22:45:00,2016-08,2016-08,442.5,a
2015-09-14 22:45:00,2016-10,2016-10,432.25,a
2015-09-14 22:45:00,2015-10,2015-10,441.5,a
2015-09-14 22:45:00,2015-12,2015-12,448.5,a
2015-09-14 22:45:00,2016-09,2016-09,431.5,a
2015-09-14 22:45:00,2016-11,2016-11,432.25,a
2015-09-14 22:35:00,2016-09,2016-09,432.5,a
2015-09-14 22:35:00,2016-10,2016-10,432.25,a
2015-09-14 22:35:00,2015-11,2015-11,446.5,a
2015-09-14 22:35:00,2016-08,2016-08,442.5,a
2015-09-14 21:03:00,2015-10,2015-10,440.5,a
2015-09-14 21:03:00,2015-11,2015-11,446.5,a
2015-09-14 21:03:00,2015-12,2015-12,447.5,a
2015-09-14 21:03:00,2016-08,2016-08,423.5,b
2015-09-14 21:03:00,2016-09,2016-09,413.5,b
2015-09-14 21:03:00,2016-10,2016-10,419.25,b
2015-09-14 21:03:00,2016-11,2016-11,434.25,a
2015-09-14 21:03:00,2016-08,2016-08,442.5,a
2015-09-14 21:03:00,2016-09,2016-09,432.5,a
2015-09-14 21:03:00,2016-10,2016-10,434.25,a
2015-09-14 21:03:00,2016-01,2016-01,464.75,a
2015-09-15 20:00:00,2015-11,2015-11,446.5,a
2015-09-15 20:00:00,2016-09,2016-09,431.5,a
2015-09-15 20:00:00,2015-10,2015-10,445.5,a
2015-09-15 20:00:00,2015-12,2015-12,447.5,a
2015-09-15 20:00:00,2016-10,2016-10,428.5,a
2015-09-15 22:45:00,2015-10,2015-10,440.5,a
2015-09-15 22:45:00,2015-12,2015-12,443.5,a
2015-09-15 22:45:00,2016-09,2016-09,428.25,a
2015-09-15 22:45:00,2016-11,2016-11,429,a
2015-09-15 22:45:00,2015-11,2015-11,442.5,a
2015-09-15 22:45:00,2016-08,2016-08,435.25,a
2015-09-15 22:45:00,2016-10,2016-10,429,a
2015-09-15 22:35:00,2016-08,2016-08,435.25,a
2015-09-15 22:35:00,2016-11,2016-11,429,a
2015-09-15 22:35:00,2015-11,2015-11,441.5,a
2015-09-15 22:35:00,2015-12,2015-12,442.5,a
2015-09-15 22:35:00,2016-09,2016-09,428.25,a
2015-09-15 22:35:00,2016-10,2016-10,429,a
2015-09-15 21:10:00,2015-11,2015-11,442.5,a
2015-09-15 21:10:00,2016-08,2016-08,435.25,a
2015-09-15 21:10:00,2016-10,2016-10,431,a
2015-09-15 21:10:00,2016-01,2016-01,461.75,a
2015-09-15 21:10:00,2015-10,2015-10,441.5,a
2015-09-15 21:10:00,2015-12,2015-12,443.5,a
2015-09-15 21:10:00,2016-08,2016-08,420.25,b
2015-09-15 21:10:00,2016-09,2016-09,428.25,a
2015-09-15 21:10:00,2016-11,2016-11,431,a
2015-09-16 20:00:00,2015-10,2015-10,441.5,a
2015-09-16 20:00:00,2015-12,2015-12,443.5,a
2015-09-16 20:00:00,2016-01,2016-01,425.5,b
2015-09-16 20:00:00,2016-09,2016-09,428.25,a
2015-09-16 20:00:00,2016-11,2016-11,429,a
2015-09-16 20:00:00,2015-11,2015-11,442.5,a
2015-09-16 20:00:00,2016-01,2016-01,456.75,a
2015-09-16 20:00:00,2016-08,2016-08,430.25,a
2015-09-16 20:00:00,2016-10,2016-10,429,a
2015-09-16 22:45:00,2015-10,2015-10,436,a
2015-09-16 22:45:00,2015-12,2015-12,439,a
2015-09-16 22:45:00,2016-09,2016-09,425,a
2015-09-16 22:45:00,2016-11,2016-11,428.25,a
2015-09-16 22:45:00,2015-11,2015-11,438,a
2015-09-16 22:45:00,2016-08,2016-08,432,a
2015-09-16 22:45:00,2016-10,2016-10,428.25,a
2015-09-16 22:35:00,2015-11,2015-11,437,a
2015-09-16 22:35:00,2015-12,2015-12,438,a
2015-09-16 22:35:00,2016-08,2016-08,432,a
2015-09-16 22:35:00,2016-09,2016-09,425,a
2015-09-16 22:35:00,2016-10,2016-10,426.25,a
2015-09-16 22:35:00,2016-11,2016-11,426.25,a
2015-09-16 20:34:00,2015-10,2015-10,437,a
2015-09-16 20:34:00,2015-12,2015-12,439,a
2015-09-16 20:34:00,2016-08,2016-08,432,a
2015-09-16 20:34:00,2016-10,2016-10,428.25,a
2015-09-16 20:34:00,2016-01,2016-01,457.25,a
2015-09-16 20:34:00,2015-11,2015-11,438,a
2015-09-16 20:34:00,2016-09,2016-09,425,a
2015-09-16 20:34:00,2016-11,2016-11,428.25,a
2015-09-17 20:00:00,2015-10,2015-10,436,a
2015-09-17 20:00:00,2015-10,2015-10,431,a
2015-09-17 20:00:00,2015-12,2015-12,439,a
2015-09-17 20:00:00,2016-01,2016-01,421,b
2015-09-17 20:00:00,2016-09,2016-09,425,a
2015-09-17 20:00:00,2016-11,2016-11,426.25,a
2015-09-17 20:00:00,2015-10,2015-10,424,b
2015-09-17 20:00:00,2015-11,2015-11,437,a
2015-09-17 20:00:00,2016-01,2016-01,450.25,a
2015-09-17 20:00:00,2016-08,2016-08,427,a
2015-09-17 20:00:00,2016-10,2016-10,426.25,a
2015-09-17 22:45:00,2015-11,2015-11,429.75,a
2015-09-17 22:45:00,2015-12,2015-12,432.75,a
2015-09-17 22:45:00,2016-09,2016-09,420,a
2015-09-17 22:45:00,2016-11,2016-11,417.75,a
2015-09-17 22:45:00,2015-10,2015-10,429.75,a
2015-09-17 22:45:00,2015-12,2015-12,422.75,b
2015-09-17 22:45:00,2016-08,2016-08,432,a
2015-09-17 22:45:00,2016-10,2016-10,420.75,a
2015-09-17 22:35:00,2015-12,2015-12,431.75,a
2015-09-17 22:35:00,2016-08,2016-08,422,a
2015-09-17 22:35:00,2016-11,2016-11,420.75,a
2015-09-17 22:35:00,2015-11,2015-11,426.75,a
2015-09-17 22:35:00,2016-09,2016-09,417,a
2015-09-17 22:35:00,2016-10,2016-10,420.75,a
2015-09-17 20:49:00,2015-10,2015-10,429.75,a
2015-09-17 20:49:00,2015-11,2015-11,430.75,a
2015-09-17 20:49:00,2016-08,2016-08,427,a
2015-09-17 20:49:00,2016-10,2016-10,420.75,a
2015-09-17 20:49:00,2016-01,2016-01,451,a
2015-09-17 20:49:00,2015-12,2015-12,432.75,a
2015-09-17 20:49:00,2016-09,2016-09,420,a
2015-09-17 20:49:00,2016-11,2016-11,422.75,a
2015-09-17 20:00:00,2015-10,2015-10,417.75,b
2015-09-17 20:00:00,2015-11,2015-11,430.75,a
2015-09-17 20:00:00,2016-01,2016-01,444,a
2015-09-17 20:00:00,2016-08,2016-08,422,a
2015-09-17 20:00:00,2016-10,2016-10,420.75,a
2015-09-17 20:00:00,2015-10,2015-10,429.75,a
2015-09-17 20:00:00,2015-10,2015-10,424.75,a
2015-09-17 20:00:00,2015-12,2015-12,432.75,a
2015-09-17 20:00:00,2016-01,2016-01,414.75,b
2015-09-17 20:00:00,2016-09,2016-09,420,a
2015-09-17 20:00:00,2016-11,2016-11,420.75,a
2015-09-18 20:00:00,2015-11,2015-11,429.75,a
2015-09-18 20:00:00,2016-01,2016-01,441,a
2015-09-18 20:00:00,2016-09,2016-09,417,a
2015-09-18 20:00:00,2016-11,2016-11,420.75,a
2015-09-18 20:00:00,2015-10,2015-10,429.75,a
2015-09-18 20:00:00,2015-12,2015-12,432.75,a
2015-09-18 20:00:00,2016-08,2016-08,422,a
2015-09-18 20:00:00,2016-10,2016-10,420.75,a
2015-09-18 22:45:00,2015-10,2015-10,422.25,a
2015-09-18 22:45:00,2015-12,2015-12,427.25,a
2015-09-18 22:45:00,2016-09,2016-09,416.25,a
2015-09-18 22:45:00,2015-11,2015-11,422.25,a
2015-09-18 22:45:00,2016-08,2016-08,426.25,a
2015-09-18 22:45:00,2016-10,2016-10,417.75,a
2015-09-18 20:55:00,2015-10,2015-10,426.25,a
2015-09-18 20:55:00,2015-12,2015-12,427.25,a
2015-09-18 20:55:00,2016-09,2016-09,416.25,a
2015-09-18 20:55:00,2016-11,2016-11,420.75,a
2015-09-18 22:35:00,2015-11,2015-11,420.25,a
2015-09-18 22:35:00,2015-12,2015-12,425.25,a
2015-09-18 22:35:00,2016-08,2016-08,421.25,a
2015-09-18 22:35:00,2016-11,2016-11,420.75,a
2015-09-18 22:35:00,2016-09,2016-09,416.25,a
2015-09-18 22:35:00,2016-10,2016-10,420.75,a
2015-09-18 20:55:00,2015-11,2015-11,422.25,a
2015-09-18 20:55:00,2016-08,2016-08,426.25,a
2015-09-18 20:55:00,2016-10,2016-10,420.75,a
2015-09-18 20:55:00,2016-01,2016-01,443.5,a
2015-09-21 20:00:00,2015-11,2015-11,425.25,a
2015-09-21 20:00:00,2016-01,2016-01,438.5,a
2015-09-21 20:00:00,2016-09,2016-09,416.25,a
2015-09-21 20:00:00,2016-11,2016-11,420.75,a
2015-09-21 20:00:00,2015-12,2015-12,429.25,a
2015-09-21 20:00:00,2016-08,2016-08,421.25,a
2015-09-21 20:00:00,2016-10,2016-10,420.75,a
2015-09-21 22:45:00,2015-10,2015-10,419.5,b
2015-09-21 22:45:00,2015-11,2015-11,429.5,a
2015-09-21 22:45:00,2016-08,2016-08,433.75,a
2015-09-21 22:45:00,2016-10,2016-10,424.5,a
2015-09-21 22:45:00,2015-10,2015-10,429.5,a
2015-09-21 22:45:00,2015-12,2015-12,434.5,a
2015-09-21 22:45:00,2016-09,2016-09,423.75,a
2015-09-21 22:45:00,2016-11,2016-12,426.5,a
2015-09-21 22:35:00,2015-11,2015-11,429.5,a
2015-09-21 22:35:00,2015-12,2015-12,436.5,a
